ID,VehicleID,SourceID,Shop Label
344,206,18,Find on street & steal
343,206,19,Casino Lucky Wheel
342,205,1,Southern S.A. Super Autos
341,205,18,Find on street & steal
340,204,1,Southern S.A. Super Autos
339,204,18,Find on street & steal
338,203,1,Southern S.A. Super Autos
337,203,18,Find on street & steal
336,202,1,Southern S.A. Super Autos
335,202,18,Find on street & steal
334,202,19,Casino Lucky Wheel
333,201,18,Find on street & steal
332,200,1,Southern S.A. Super Autos
331,200,18,Find on street & steal
330,199,1,Southern S.A. Super Autos
329,199,18,Find on street & steal
328,198,1,Southern S.A. Super Autos
327,198,18,Find on street & steal
326,197,1,Southern S.A. Super Autos
325,197,18,Find on street & steal
324,196,1,Southern S.A. Super Autos
323,196,18,Find on street & steal
322,196,19,Casino Lucky Wheel
321,195,18,Find on street & steal
320,194,1,Southern S.A. Super Autos
319,194,18,Find on street & steal
318,193,1,Southern S.A. Super Autos
317,193,18,Find on street & steal
316,192,1,Southern S.A. Super Autos
315,192,18,Find on street & steal
314,191,1,Southern S.A. Super Autos
313,191,18,Find on street & steal
312,191,19,Casino Lucky Wheel
311,190,18,Find on street & steal
310,189,2,Legendary Motorsport 
309,188,2,Legendary Motorsport 
308,188,19,Casino Lucky Wheel
307,187,2,Legendary Motorsport 
306,187,19,Casino Lucky Wheel
305,186,2,Legendary Motorsport 
304,186,19,Casino Lucky Wheel
303,185,2,Legendary Motorsport 
302,184,2,Legendary Motorsport 
301,183,2,Legendary Motorsport 
300,183,19,Casino Lucky Wheel
299,182,2,Legendary Motorsport 
298,181,2,Legendary Motorsport 
297,180,18,Find on street & steal
296,179,3,Benny's Original Motor Works
295,179,18,Find on street & steal
294,179,19,Casino Lucky Wheel
293,178,2,Legendary Motorsport 
292,177,2,Legendary Motorsport 
291,176,2,Legendary Motorsport 
290,175,3,Benny's Original Motor Works
289,175,18,Find on street & steal
288,174,2,Legendary Motorsport 
287,174,19,Casino Lucky Wheel
286,173,3,Benny's Original Motor Works
285,173,18,Find on street & steal
284,172,2,Legendary Motorsport 
283,172,19,Casino Lucky Wheel
282,171,2,Legendary Motorsport 
281,171,10,Customer Car (Auto Shop)
280,171,19,Casino Lucky Wheel
279,170,3,Benny's Original Motor Works
278,170,18,Find on street & steal
277,170,19,Casino Lucky Wheel
276,169,1,Southern S.A. Super Autos
275,169,18,Find on street & steal
274,168,2,Legendary Motorsport 
273,168,19,Casino Lucky Wheel
272,167,2,Legendary Motorsport 
271,167,19,Casino Lucky Wheel
270,166,1,Southern S.A. Super Autos
269,166,18,Find on street & steal
268,166,19,Casino Lucky Wheel
267,165,1,Southern S.A. Super Autos
266,165,10,Customer Car (Auto Shop)
265,165,18,Find on street & steal
264,165,19,Casino Lucky Wheel
263,164,1,Southern S.A. Super Autos
262,164,18,Find on street & steal
261,163,2,Legendary Motorsport 
260,163,19,Casino Lucky Wheel
259,162,2,Legendary Motorsport 
258,162,3,Benny's Original Motor Works
257,161,2,Legendary Motorsport 
256,160,2,Legendary Motorsport 
255,160,19,Casino Lucky Wheel
254,159,2,Legendary Motorsport 
253,159,3,Benny's Original Motor Works
252,159,10,Customer Car (Auto Shop)
251,159,19,Casino Lucky Wheel
250,158,2,Legendary Motorsport 
249,158,19,Casino Lucky Wheel
248,157,1,Southern S.A. Super Autos
247,156,1,Southern S.A. Super Autos
246,156,18,Find on street & steal
245,156,19,Casino Lucky Wheel
244,155,2,Legendary Motorsport 
243,154,2,Legendary Motorsport 
242,154,3,Benny's Original Motor Works
241,154,19,Casino Lucky Wheel
240,153,2,Legendary Motorsport 
239,153,19,Casino Lucky Wheel
238,152,2,Legendary Motorsport 
237,152,19,Casino Lucky Wheel
236,151,9,Arena War Sponsership Tier
235,149,7,Warstock Cache & Carry
234,148,7,Warstock Cache & Carry
233,147,7,Warstock Cache & Carry
232,146,7,Warstock Cache & Carry
231,145,7,Warstock Cache & Carry
230,144,1,Southern S.A. Super Autos
229,144,18,Find on street & steal
228,144,19,Casino Lucky Wheel
227,143,1,Southern S.A. Super Autos
226,143,22,Triggered Spawn
225,142,1,Southern S.A. Super Autos
224,142,18,Find on street & steal
223,141,2,Legendary Motorsport 
222,141,19,Casino Lucky Wheel
221,140,1,Southern S.A. Super Autos
220,139,1,Southern S.A. Super Autos
219,139,18,Find on street & steal
218,138,1,Southern S.A. Super Autos
217,138,18,Find on street & steal
216,137,1,Southern S.A. Super Autos
215,137,18,Find on street & steal
214,137,19,Casino Lucky Wheel
213,136,1,Southern S.A. Super Autos
212,136,22,Triggered Spawn
211,135,1,Southern S.A. Super Autos
210,135,18,Find on street & steal
209,134,1,Southern S.A. Super Autos
208,134,3,Benny's Original Motor Works
207,134,18,Find on street & steal
206,134,19,Casino Lucky Wheel
205,133,1,Southern S.A. Super Autos
204,133,18,Find on street & steal
203,132,1,Southern S.A. Super Autos
202,132,18,Find on street & steal
201,132,19,Casino Lucky Wheel
200,131,1,Southern S.A. Super Autos
199,131,18,Find on street & steal
198,130,1,Southern S.A. Super Autos
197,130,18,Find on street & steal
196,130,19,Casino Lucky Wheel
195,129,18,Find on street & steal
194,128,1,Southern S.A. Super Autos
193,128,18,Find on street & steal
192,127,1,Southern S.A. Super Autos
191,127,18,Find on street & steal
190,126,6,Elitás Travel
189,126,19,Casino Lucky Wheel
188,125,6,Elitás Travel
187,124,6,Elitás Travel
186,123,7,Warstock Cache & Carry
185,122,6,Elitás Travel
184,122,19,Casino Lucky Wheel
183,121,6,Elitás Travel
182,121,19,Casino Lucky Wheel
181,120,6,Elitás Travel
180,118,6,Elitás Travel
179,117,6,Elitás Travel
178,117,19,Casino Lucky Wheel
177,115,1,Southern S.A. Super Autos
176,115,18,Find on street & steal
175,114,1,Southern S.A. Super Autos
174,114,18,Find on street & steal
173,113,1,Southern S.A. Super Autos
172,113,18,Find on street & steal
171,112,1,Southern S.A. Super Autos
170,112,18,Find on street & steal
169,111,1,Southern S.A. Super Autos
168,111,18,Find on street & steal
167,110,7,Warstock Cache & Carry
166,110,22,Triggered Spawn
165,110,19,Casino Lucky Wheel
164,109,1,Southern S.A. Super Autos
163,109,18,Find on street & steal
162,109,19,Casino Lucky Wheel
161,108,1,Southern S.A. Super Autos
160,108,19,Casino Lucky Wheel
159,107,18,Find on street & steal
158,106,1,Southern S.A. Super Autos
157,106,18,Find on street & steal
156,105,1,Southern S.A. Super Autos
155,104,7,Warstock Cache & Carry
154,104,22,Triggered Spawn
153,103,1,Southern S.A. Super Autos
152,103,18,Find on street & steal
151,103,19,Casino Lucky Wheel
150,102,3,Benny's Original Motor Works
149,102,18,Find on street & steal
148,102,19,Casino Lucky Wheel
147,101,1,Southern S.A. Super Autos
146,101,18,Find on street & steal
145,100,3,Benny's Original Motor Works
144,100,18,Find on street & steal
143,100,19,Casino Lucky Wheel
142,99,1,Southern S.A. Super Autos
141,99,18,Find on street & steal
140,99,19,Casino Lucky Wheel
139,98,1,Southern S.A. Super Autos
138,98,18,Find on street & steal
137,97,1,Southern S.A. Super Autos
136,97,18,Find on street & steal
135,97,19,Casino Lucky Wheel
134,96,18,Find on street & steal
133,95,2,Legendary Motorsport 
132,95,19,Casino Lucky Wheel
131,94,1,Southern S.A. Super Autos
130,94,18,Find on street & steal
129,94,19,Casino Lucky Wheel
128,93,1,Southern S.A. Super Autos
127,93,4,ArenaWar.tv
126,93,18,Find on street & steal
125,93,19,Casino Lucky Wheel
124,92,3,Benny's Original Motor Works
123,92,18,Find on street & steal
122,92,19,Casino Lucky Wheel
121,91,1,Southern S.A. Super Autos
120,91,18,Find on street & steal
119,90,1,Southern S.A. Super Autos
118,90,18,Find on street & steal
117,90,19,Casino Lucky Wheel
116,89,1,Southern S.A. Super Autos
115,89,18,Find on street & steal
114,89,19,Casino Lucky Wheel
113,88,1,Southern S.A. Super Autos
112,88,18,Find on street & steal
111,88,19,Casino Lucky Wheel
110,87,1,Southern S.A. Super Autos
109,87,18,Find on street & steal
108,87,19,Casino Lucky Wheel
107,86,1,Southern S.A. Super Autos
106,86,18,Find on street & steal
105,86,19,Casino Lucky Wheel
104,85,1,Southern S.A. Super Autos
103,85,19,Casino Lucky Wheel
102,84,1,Southern S.A. Super Autos
101,84,18,Find on street & steal
100,84,19,Casino Lucky Wheel
99,83,1,Southern S.A. Super Autos
98,83,19,Casino Lucky Wheel
97,82,18,Find on street & steal
96,81,2,Legendary Motorsport 
95,81,19,Casino Lucky Wheel
94,80,1,Southern S.A. Super Autos
93,80,19,Casino Lucky Wheel
92,79,1,Southern S.A. Super Autos
91,79,19,Casino Lucky Wheel
90,78,1,Southern S.A. Super Autos
89,78,18,Find on street & steal
88,78,19,Casino Lucky Wheel
87,77,19,Casino Lucky Wheel
86,77,1,Southern S.A. Super Autos
85,76,7,Warstock Cache & Carry
84,75,7,Warstock Cache & Carry
83,74,9,Arena War Sponsership Tier
82,73,7,Warstock Cache & Carry
81,68,7,Warstock Cache & Carry
80,67,9,Arena War Sponsership Tier
79,62,6,Elitás Travel
78,61,6,Elitás Travel
77,60,7,Warstock Cache & Carry
76,59,7,Warstock Cache & Carry
75,59,13,Career Progress
74,57,7,Warstock Cache & Carry
73,53,7,Warstock Cache & Carry
72,52,7,Warstock Cache & Carry
71,47,7,Warstock Cache & Carry
70,46,7,Warstock Cache & Carry
69,45,7,Warstock Cache & Carry
68,41,8,Pedal and Metal Cycles 
67,41,19,Casino Lucky Wheel
66,40,8,Pedal and Metal Cycles 
65,40,19,Casino Lucky Wheel
64,39,8,Pedal and Metal Cycles 
63,39,19,Casino Lucky Wheel
62,37,8,Pedal and Metal Cycles 
61,37,19,Casino Lucky Wheel
60,36,8,Pedal and Metal Cycles 
59,36,19,Casino Lucky Wheel
58,35,8,Pedal and Metal Cycles 
57,35,19,Casino Lucky Wheel
56,34,1,Southern S.A. Super Autos
55,34,18,Find on street & steal
54,34,19,Casino Lucky Wheel
53,33,1,Southern S.A. Super Autos
52,33,18,Find on street & steal
51,32,1,Southern S.A. Super Autos
50,32,10,Customer Car (Auto Shop)
49,32,18,Find on street & steal
48,31,1,Southern S.A. Super Autos
47,31,18,Find on street & steal
46,30,1,Southern S.A. Super Autos
45,30,18,Find on street & steal
44,30,19,Casino Lucky Wheel
43,29,1,Southern S.A. Super Autos
42,29,18,Find on street & steal
41,29,19,Casino Lucky Wheel
40,28,1,Southern S.A. Super Autos
39,28,18,Find on street & steal
38,28,19,Casino Lucky Wheel
37,27,1,Southern S.A. Super Autos
36,27,18,Find on street & steal
35,27,19,Casino Lucky Wheel
34,26,1,Southern S.A. Super Autos
33,26,18,Find on street & steal
32,26,19,Casino Lucky Wheel
31,25,1,Southern S.A. Super Autos
30,25,18,Find on street & steal
29,25,19,Casino Lucky Wheel
28,24,2,Legendary Motorsport 
27,24,19,Casino Lucky Wheel
26,23,2,Legendary Motorsport 
25,23,19,Casino Lucky Wheel
24,22,1,Southern S.A. Super Autos
23,22,18,Find on street & steal
22,22,19,Casino Lucky Wheel
21,21,1,Southern S.A. Super Autos
20,21,18,Find on street & steal
19,21,19,Casino Lucky Wheel
18,20,1,Southern S.A. Super Autos
17,20,18,Find on street & steal
16,19,18,Can be stolen / found
15,18,7,Warstock Cache & Carry
14,14,7,Warstock Cache & Carry
13,10,5,DockTease
12,9,5,DockTease
11,7,5,DockTease
10,7,19,Casino Lucky Wheel
9,6,5,DockTease
8,6,19,Casino Lucky Wheel
7,5,7,Warstock Cache & Carry
6,4,5,DockTease
5,4,19,Casino Lucky Wheel
4,3,5,DockTease
3,3,19,Casino Lucky Wheel
2,1,5,DockTease
1,1,19,Casino Lucky Wheel
