carExIdx,Company,ManuID,Model,ModelInKor,Type,ClassID,Prices,is_unique,is_pegasus,LapTime,Top Speed,Speed,Acceleration,Braking,Handling,length,width,height,Weight,Drive,DriveID,Gears,Seats,Shop,Steal,lengthbackup,widthbackup,heightbackup,Speedbackup,Accelerationbackup,Brakingbackup,Handlingbackup,LapTimebackup,Top Speed backup
722,Dinka,27,Kanjo SJ,,Coupes,4,1370000,0,0,72322,17260,7565,7875,1500,6045,461,202,149,950,FWD,1,5,2,Southern S.A. Super Autos,,4.61,2.02,1.49,75.65,78.75,15,60.45,01:12.3,172.6
721,Dinka,27,Postlude,,Coupes,4,1310000,0,0,74541,16576,7029,7375,1333,6015,481,177,177,1150,FWD,1,5,2,Southern S.A. Super Autos,,4.81,1.77,1.77,70.29,73.75,13.33,60.15,01:14.5,165.76
720,Declasse,25,Vigero ZX,,Muscle,11,1947000,0,0,62062,25428,8475,9112,3167,10000,519,220,147,1760,RWD,2,6,2,Southern S.A. Super Autos,,5.19,2.2,1.47,84.75,91.12,31.67,100,01:05.2,201.17
719,Grotti,29,Brioso 300 Widebody,,Compacts,3,585000,0,0,76442,15450,6170,4475,833,5712,380,218,180,650,RWD,2,4,2,Benny's Original Motor Works,,3.8,2.18,1.8,61.7,44.75,8.33,57.12,01:16.4,154.5
718,Imponte,33,Ruiner ZZ-8,,Muscle,11,1320000,0,0,66817,18709,8102,7712,2733,7152,511,200,147,1590,RWD,2,6,2,Southern S.A. Super Autos,,5.11,2,1.47,81.02,77.12,27.33,71.52,01:06.8,187.09
717,Declasse,25,Draugur,드라우구르,Off-Road,12,1870000,0,0,62095,17984,7898,8563,1613,7530,546,232,211,2450,AWD,3,6,4,Southern S.A. Super Autos,,5.46,2.32,2.11,78.98,85.63,16.13,75.3,01:02.1,179.84
716,Benefactor,3,SM722,SM722,Sports,17,2115000,0,0,64481,19916,8632,8950,2833,7600,492,206,135,1551,RWD,2,5,2,Legendary Motorsport ,,4.92,2.06,1.35,86.32,89.5,28.33,76,01:04.5,199.16
715,Benefactor,3,LM87,LM87,Sports,17,2915000,0,0,58658,20519,8738,9413,4500,10000,501,221,120,900,RWD,2,6,1,Legendary Motorsport ,,5.01,2.21,1.2,87.38,94.13,45,100,00:58.7,205.19
714,Pegassi,4,Torero XO,토레로 XO,Super,19,2890000,0,0,59577,21163,8652,9625,3833,8392,503,291,136,1595,AWD,3,7,2,Legendary Motorsport ,,5.03,2.91,1.36,86.52,96.25,38.33,83.92,00:59.6,211.63
713,Obey,1,Omnis E-GT,옴니스 e-GT,Sports,17,1795000,0,0,64431,17944,8035,10000,3333,10000,504,206,176,2350,AWD,3,2,4,Legendary Motorsport ,,5.04,2.06,1.76,80.35,100,33.33,100,01:04.4,179.44
712,Buckingham,19,Conada,,Helicopters,7,2450000,0,0,51961,25548,10000,10000,0,10000,1217,1057,340,1550,,,,4,Elitás Travel,,12.17,10.57,3.4,100,100,,100,00:52.0,255.48
711,Bravado,17,Greenwood,,Muscle,11,1465000,0,0,67434,19232,7673,7050,2333,6970,534,207,150,1650,RWD,2,3,4,Southern S.A. Super Autos,,5.34,2.07,1.5,76.73,70.5,23.33,69.7,01:07.4,192.32
710,Lampadati,11,Corsita,코르시타,Sports,17,1795000,0,0,61812,21123,8738,10000,4333,10000,506,283,172,1500,RWD,2,8,2,Legendary Motorsport ,,5.06,2.83,1.72,87.38,100,43.33,100,01:01.8,211.23
709,Coil,23,Cyclone II,사이클론 II,Super,19,2250000,0,0,55823,22692,8657,10000,4167,7818,,0,0,1800,AWD,3,1,2,Legendary Motorsport ,,,,,86.57,100,41.67,78.18,00:59.7,191.91
708,Imponte,33,Arbiter GT,,Muscle,11,1580000,0,0,65399,22853,7968,8250,1733,6918,,0,0,1592,RWD,2,3,2,Southern S.A. Super Autos,,,,,79.68,82.5,17.33,69.18,01:10.1,179.44
707,Karin,5,S95,S95,Sports,17,1995000,0,0,59559,25186,8129,8350,3667,7606,,0,0,1270,RWD,2,6,2,Southern S.A. Super Autos,,,,,81.29,83.5,36.67,76.06,01:05.3,187.09
706,Pfister,7,Astron Custom,,SUVs,20,1720000,0,0,63797,21927,7979,8100,1317,6621,,0,0,1970,AWD,3,7,4,Legendary Motorsport ,,,,,79.79,81,13.17,66.21,01:06.6,191.51
705,Pegassi,4,Weaponized Ignus,무기화 이그너스,Super,19,4500000,0,0,55222,23335,8598,9650,3333,8386,,0,0,1650,AWD,3,7,2,Warstock Cache & Carry,,,,,85.98,96.5,33.33,83.86,00:57.8,201.17
704,Western,37,Reever,리버,Motorcycles,10,1900000,0,0,59459,26232,8113,10000,4333,6667,213,72,141,205,RWD,2,5,1,Legendary Motorsport ,,2.13,0.72,1.41,81.13,100,43.33,66.67,00:59.5,262.32
703,Declasse,25,Granger 3600LX,그레인저 3600LX,SUVs,20,2000000,0,0,74124,15691,7619,5187,2800,6606,576,301,206,2100,AWD,3,4,8,Southern S.A. Super Autos,,5.76,3.01,2.06,76.19,51.87,28,66.06,01:14.1,156.91
702,Obey,1,I-Wagen,,SUVs,20,1729000,0,0,68985,15128,6868,5788,2583,7167,470,213,166,2445,AWD,3,1,4,Southern S.A. Super Autos,,4.7,2.13,1.66,68.68,57.88,25.83,71.67,01:09.0,151.28
701,Nagasaki,20,Shinobi,시노비,Motorcycles,10,2480500,0,0,58592,20157,8392,9063,4167,6970,207,77,141,165,RWD,2,6,1,Legendary Motorsport ,,2.07,0.77,1.41,83.92,90.63,41.67,69.7,00:58.6,201.57
700,Pfister,7,Comet S2 Cabrio,코메트 S2 카브리오,Sports,17,1797000,0,0,64298,20801,8376,8738,2967,10000,463,193,135,1650,RWD,2,8,2,Legendary Motorsport ,,4.63,1.93,1.35,83.76,87.38,29.67,100,01:04.3,208.01
699,Mammoth,13,Patriot Mil-Spec,밀 스펙 패트리어트,Off-Road,12,1710000,0,0,76043,15450,6868,5750,1617,6015,523,286,226,3430,AWD,3,4,4,Southern S.A. Super Autos,,5.23,2.86,2.26,68.68,57.5,16.17,60.15,01:16.0,154.5
698,Gallivanter,28,Baller ST,볼러 ST,SUVs,20,890000,0,0,68118,18025,7498,7563,2333,6667,558,230,189,2370,AWD,3,7,4,Legendary Motorsport ,,5.58,2.3,1.89,74.98,75.63,23.33,66.67,01:08.1,180.25
697,Overflod,35,Zeno,,Super,19,2820000,0,0,61328,20600,8735,9700,4000,8333,480,351,189,1250,RWD,2,7,2,Legendary Motorsport ,,4.8,3.51,1.89,87.35,97,40,83.33,01:01.3,206
696,Bravado,17,Youga Custom,요우가 커스텀,Vans,23,,0,0,88638,15651,,,,,505,260,205,2500,RWD,2,5,4,Bonus Reward,,5.05,2.6,2.05,,,,,01:28.6,156.51
695,Bravado,17,Buffalo STX,버팔로 STX,Muscle,11,2150000,0,0,63147,20278,8558,8563,3167,7818,544,199,160,1800,RWD,2,8,4,Southern S.A. Super Autos,,5.44,1.99,1.6,85.58,85.63,31.67,78.18,01:03.1,202.78
694,Pegassi,4,Ignus,이그너스,Super,19,2765000,0,0,58742,20117,8598,9588,3333,8386,515,247,119,1600,AWD,3,7,2,Legendary Motorsport ,,5.15,2.47,1.19,85.98,95.88,33.33,83.86,00:58.7,201.17
693,Enus,40,Deity,디에티,Sedans,15,1845000,0,0,69236,18507,8048,7313,2167,6515,544,219,152,2685,RWD,2,8,4,Legendary Motorsport ,,5.44,2.19,1.52,80.48,73.13,21.67,65.15,01:09.2,185.07
692,Lampadati,11,Cinquemila,친퀘밀라,Sedans,15,1740000,0,0,64581,19393,8263,8838,3250,7970,543,215,152,1860,RWD,2,8,4,Legendary Motorsport ,,5.43,2.15,1.52,82.63,88.38,32.5,79.7,01:04.6,193.93
691,Pfister,7,Astron,아스트론,SUVs,20,1580000,0,0,65999,19232,7979,8100,1600,6621,479,189,163,1970,AWD,3,7,4,Legendary Motorsport ,,4.79,1.89,1.63,79.79,81,16,66.21,01:06.0,192.32
690,Dewbauchee,8,Champion,챔피언,Super,19,2995000,0,0,64532,20117,8628,8975,3833,7776,462,197,127,1500,RWD,2,6,2,Legendary Motorsport ,,4.62,1.97,1.27,86.28,89.75,38.33,77.76,01:04.5,201.17
689,Enus,40,Jubilee,,SUVs,20,1650000,0,0,68101,18709,8102,7438,2500,6924,543,216,187,2660,AWD,3,8,4,Legendary Motorsport ,,5.43,2.16,1.87,81.02,74.38,25,69.24,01:08.1,187.09
688,Karin,5,Previon,,Coupes,4,1490000,0,0,64731,18548,8019,7963,2833,7535,529,198,148,1300,RWD,2,5,2,Southern S.A. Super Autos,,5.29,1.98,1.48,80.19,79.63,28.33,75.35,01:04.7,185.48
687,Ubermacht,2,Cypher,사이퍼,Sports,17,1550000,0,0,64231,18266,7933,8150,2333,7848,455,197,144,1625,RWD,2,6,2,Legendary Motorsport ,,4.55,1.97,1.44,79.33,81.5,23.33,78.48,01:04.2,182.66
686,Karin,5,Sultan RS Classic,설튼 RS 클래식,Sports,17,1789000,0,0,62747,18910,7860,8300,3300,7600,451,196,167,1150,AWD,3,5,2,Southern S.A. Super Autos,,4.51,1.96,1.67,78.6,83,33,76,01:02.7,189.1
685,Pfister,7,Growler,그라울러,Sports,17,1627000,0,0,62996,19634,8255,8344,2800,7970,454,189,160,1420,RWD,2,7,2,Legendary Motorsport ,,4.54,1.89,1.6,82.55,83.44,28,79.7,01:03.0,196.34
684,Emperor,51,Vectre,,Sports,17,1785000,0,0,62762,18668,7968,8100,2000,7985,490,195,144,1765,AWD,3,8,2,Legendary Motorsport ,,4.9,1.95,1.44,79.68,81,20,79.85,01:02.8,186.68
683,Vapid,6,Dominator ASP,도미네이터 ASP,Muscle,11,1775000,0,0,65182,19111,8089,8550,3067,7550,475,196,138,1665,RWD,2,5,2,Southern S.A. Super Autos,,4.75,1.96,1.38,80.89,85.5,30.67,75.5,01:05.2,191.11
682,Pfister,7,Comet S2,,Sports,17,1878000,0,0,64715,19714,8392,8650,2933,8100,481,205,179,1550,RWD,2,7,2,Legendary Motorsport ,,4.81,2.05,1.79,83.92,86.5,29.33,81,01:04.7,197.14
681,Annis,10,Remus,레무스,Sports,17,1370000,0,0,65699,18588,7877,8175,3000,8150,521,179,178,1105,RWD,2,5,2,Southern S.A. Super Autos,,5.21,1.79,1.78,78.77,81.75,30,81.5,01:05.7,185.88
680,Dinka,27,Jester RR,제스터 RR,Sports,17,1970000,0,0,64031,20278,8182,8228,2833,7848,474,194,133,1575,RWD,2,8,2,Legendary Motorsport ,,4.74,1.94,1.33,81.82,82.28,28.33,78.48,01:04.0,202.78
679,Obey,1,Tailgater S,,Sedans,15,1495000,0,0,64732,18668,7933,8200,3300,7600,469,194,146,1340,RWD,2,6,4,Legendary Motorsport ,,4.69,1.94,1.46,79.33,82,33,76,01:04.7,186.68
678,Vulcar,45,Warrener HKR,워러너 HKR,Sedans,15,1260000,0,0,72823,17220,7834,6625,3167,6545,507,188,143,965,RWD,2,5,2,Southern S.A. Super Autos,,5.07,1.88,1.43,78.34,66.25,31.67,65.45,01:12.8,172.2
677,Dinka,27,RT3000,RT3000,Sports,17,1715000,0,0,66033,19191,7995,7800,3333,7818,429,182,131,1275,RWD,2,6,2,Southern S.A. Super Autos,,4.29,1.82,1.31,79.95,78,33.33,78.18,01:06.0,191.91
676,Annis,10,ZR350,ZR350,Sports,17,1615000,0,0,66967,18789,8038,8250,2833,7530,451,198,142,1300,RWD,2,5,2,Legendary Motorsport ,,4.51,1.98,1.42,80.38,82.5,28.33,75.3,01:07.0,187.89
675,Vapid,6,Dominator GTT,도미네이터 GTT,Muscle,11,1220000,0,0,66306,18507,7742,7568,2500,7576,483,181,132,1465,RWD,2,4,2,Southern S.A. Super Autos,,4.83,1.81,1.32,77.42,75.68,25,75.76,01:06.3,185.07
674,Annis,10,Euros,,Sports,17,1800000,0,0,64040,18870,8040,8100,3000,7762,433,189,135,1466,RWD,2,7,2,Legendary Motorsport ,,4.33,1.89,1.35,80.4,81,30,77.62,01:04.0,188.7
673,Karin,5,Futo GTX,퓨토 GTX,Sports,17,1590000,0,0,70020,18105,7351,7413,1750,6348,491,194,180,950,RWD,2,5,2,Southern S.A. Super Autos,,4.91,1.94,1.8,73.51,74.13,17.5,63.48,01:10.0,181.05
672,Karin,5,Calico GTF,칼리코 GTF,Sports,17,1995000,0,0,62963,19473,8035,8463,2750,7300,457,187,137,1448,AWD,3,5,2,Southern S.A. Super Autos,,4.57,1.87,1.37,80.35,84.63,27.5,73,01:03.0,194.73
671,Nagasaki,20,Weaponized Dinghy,딩이(무기화),Boats,1,1850000,1,1,95004,11507,7716,8235,0,3400,807,298,343,2100,,,,5,Warstock Cache & Carry,,8.07,2.98,3.43,77.16,82.35,,34,01:35.0,115.07
670,Dinka,27,Verus,베루스,Off-Road,12,192000,0,0,80597,13518,6170,3375,867,6364,262,130,173,750,AWD,3,5,2,Warstock Cache & Carry,,2.62,1.3,1.73,61.7,33.75,8.67,63.64,01:20.6,135.18
669,Mammoth,13,Squaddie,스쿼디,SUVs,20,1130000,0,0,75743,16496,6975,4250,1000,6061,546,291,285,2750,AWD,3,5,4,Warstock Cache & Carry,,5.46,2.91,2.85,69.75,42.5,10,60.61,01:15.7,164.96
668,HVY,32,Vetir,베티르,Military,9,1630000,1,1,111178,10139,5366,2750,1000,4606,665,219,340,5680,RWD,2,5,10,Warstock Cache & Carry,,6.65,2.19,3.4,53.66,27.5,10,46.06,01:51.2,101.39
667,Vapid,6,Slamtruck,슬램트럭,Utility,22,1310000,0,0,88956,16013,7512,5000,2667,7121,742,241,233,6000,RWD,2,4,2,Southern S.A. Super Autos,,7.42,2.41,2.33,75.12,50,26.67,71.21,01:29.0,160.13
666,Maibatsu,12,Manchez Scout,,Motorcycles,10,225000,0,0,66968,22491,6975,6625,2667,6500,205,93,159,160,RWD,2,5,1,Warstock Cache & Carry,,2.05,0.93,1.59,69.75,66.25,26.67,65,01:07.0,224.91
665,Grotti,29,Brioso 300,브리오소 300,Compacts,3,610000,0,0,83950,13840,6200,4500,867,5600,375,159,185,650,RWD,2,4,2,Southern S.A. Super Autos,,3.75,1.59,1.85,62,45,8.67,56,01:23.9,138.4
664,BF,16,Weevil,위블,Compacts,3,870000,0,0,75642,16496,7243,4700,867,5394,430,191,175,820,RWD,2,4,2,Southern S.A. Super Autos,,4.3,1.91,1.75,72.43,47,8.67,53.94,01:15.6,164.96
663,Grotti,29,Itali RSX,이탈리 RSX,Sports,17,3465000,0,0,60844,21646,8754,10000,4500,10000,486,211,123,1600,AWD,3,8,2,Legendary Motorsport ,,4.86,2.11,1.23,87.54,100,45,100,01:00.8,216.46
662,Dinka,27,Veto Modern,베토 모던,Sports,17,995000,0,0,71204,13438,5000,10000,1333,9000,238,150,102,600,RWD,2,1,1,Southern S.A. Super Autos,,2.38,1.5,1.02,50,100,13.33,90,01:11.2,134.38
661,Dinka,27,Veto Classic,베토 클래식,Sports,17,895000,0,0,74925,12714,4900,10000,1000,8700,186,107,103,450,RWD,2,1,1,Southern S.A. Super Autos,,1.86,1.07,1.03,49,100,10,87,01:14.9,127.14
660,Rune,55,Kosatka,코사트카,Military,9,2200000,1,0,247805,6679,4630,3088,0,0,13704,2067,2106,20000,,,,1,Warstock Cache & Carry,,137.04,20.67,21.06,46.3,30.88,,0,04:07.8,66.79
659,Pegassi,4,Toreador,토레아도르,Sports Classics,18,3660000,0,0,56624,21766,8048,7500,3333,7424,457,182,113,1600,RWD,2,5,4,Warstock Cache & Carry,,4.57,1.82,1.13,80.48,75,33.33,74.24,00:56.6,217.66
658,,,Sparrow,스패로우,Helicopters,7,1815000,1,0,54997,27158,10000,10000,0,10000,1407,1183,344,800,,,,2,Warstock Cache & Carry,,14.07,11.83,3.44,100,100,,100,00:55.0,271.58
657,Kraken Submersibles,57,Avisa,아비사,Boats,1,1545000,1,0,362543,2696,4630,6176,0,0,618,317,262,2000,,,,4,Warstock Cache & Carry,,6.18,3.17,2.62,46.3,61.76,,0,06:02.5,26.96
656,,,Kurtz 31 Patrol Boat,커츠 31 순찰 보트,Boats,1,2955000,1,1,177336,5914,7407,7647,0,8000,1052,358,401,2500,,,,4,Warstock Cache & Carry,,10.52,3.58,4.01,74.07,76.47,,80,02:57.3,59.14
655,Shitzu,26,Longfin,롱핀,Boats,1,2125000,1,1,82550,19634,10000,9750,0,10000,1338,344,371,7000,,,,4,DockTease,,13.38,3.44,3.71,100,97.5,,100,01:22.6,196.34
654,Western,37,Annihilator Stealth,어나이얼레이터  스텔스,Helicopters,7,3870000,0,0,60238,23979,9102,9643,0,7615,1928,1675,532,13000,,,,6,Warstock Cache & Carry,,19.28,16.75,5.32,91.02,96.43,,76.15,01:00.2,239.79
653,,,RO-86 Alkonost,RO-86 알코노스트,Planes,14,4350000,0,0,53981,26956,9050,6900,6245,59,5531,5698,1083,55500,,,,2,Warstock Cache & Carry,,55.31,56.98,10.83,90.5,69,62.45,0.59,00:54.0,269.56
652,Vapid,6,Winky,윙키,Off-Road,12,1100000,0,0,92158,11587,4829,3750,867,5600,415,205,214,1113,AWD,3,5,3,Warstock Cache & Carry,,4.15,2.05,2.14,48.29,37.5,8.67,56,01:32.2,115.87
651,Bravado,17,Gauntlet Classic Custom,,Muscle,11,815000,0,0,70537,20157,8478,7250,3000,6818,576,194,152,1700,RWD,2,4,2,Benny's Original Motor Works,,5.76,1.94,1.52,84.78,72.5,30,68.18,01:10.5,201.57
650,Declasse,25,Yosemite Rancher,,Off-Road,12,700000,0,0,71138,16898,7458,6875,1600,6364,475,208,204,1400,AWD,3,4,2,Benny's Original Motor Works,,4.75,2.08,2.04,74.58,68.75,16,63.64,01:11.1,168.98
649,Bravado,17,Youga Classic 4x4,요우가 클래식 4x4,Vans,23,1288000,0,0,80796,15369,6439,4250,1000,5909,500,237,261,2700,RWD,2,5,4,Benny's Original Motor Works,,5,2.37,2.61,64.39,42.5,10,59.09,01:20.8,153.69
648,Benefactor,3,Glendale Custom,,Sedans,15,520000,0,0,68685,17904,7941,5825,2083,6212,488,182,159,1550,RWD,2,5,4,Benny's Original Motor Works,,4.88,1.82,1.59,79.41,58.25,20.83,62.12,01:08.7,179.04
647,Vapid,6,Peyote Custom,,Sports Classics,18,620000,0,0,75610,17864,7512,5125,933,6000,551,207,175,2250,RWD,2,4,2,Benny's Original Motor Works,,5.51,2.07,1.75,75.12,51.25,9.33,60,01:15.6,178.64
646,Albany,9,Manana Custom,,Muscle,11,925000,0,0,75726,17542,7592,6000,917,6000,539,202,123,2000,RWD,2,4,2,Benny's Original Motor Works,,5.39,2.02,1.23,75.92,60,9.17,60,01:15.7,175.42
645,Imponte,33,Beater Dukes,,Muscle,11,378000,0,0,70153,18105,7726,7875,2500,6667,589,205,139,1550,RWD,2,5,2,Southern S.A. Super Autos,,5.89,2.05,1.39,77.26,78.75,25,66.67,01:10.2,181.05
644,Canis,42,Seminole Frontier,세미놀 프론티어,SUVs,20,678000,0,0,76326,16093,6975,5000,2667,6061,451,190,183,2200,AWD,3,4,4,Southern S.A. Super Autos,,4.51,1.9,1.83,69.75,50,26.67,60.61,01:16.3,160.93
643,Dundreary,46,Landstalker XL,랜드스토커 XL,SUVs,20,1220000,0,0,76526,16254,7243,4750,2667,6515,566,216,213,2500,AWD,3,5,4,Southern S.A. Super Autos,,5.66,2.16,2.13,72.43,47.5,26.67,65.15,01:16.5,162.54
642,Maibatsu,12,Penumbra FF,페넘브라 FF,Sports,17,1380000,0,0,63798,18186,7619,7500,2667,7121,479,198,149,1300,AWD,3,5,2,Southern S.A. Super Autos,,4.79,1.98,1.49,76.19,75,26.67,71.21,01:03.8,181.86
641,BF,16,Club,클럽,Compacts,3,1280000,0,0,66600,18105,7512,5938,2400,6212,388,190,195,950,FWD,1,4,2,Southern S.A. Super Autos,,3.88,1.9,1.95,75.12,59.38,24,62.12,01:06.6,181.05
640,Invetero,34,Coquette D10,코켓 D10,Sports,17,1510000,0,0,63797,21002,8585,8000,2000,10000,484,208,129,1600,RWD,2,8,2,Legendary Motorsport ,,4.84,2.08,1.29,85.85,80,20,100,01:03.8,210.02
639,Lampadati,11,Tigon,타이곤,Super,19,2310000,0,0,59643,20197,8644,9488,3733,10000,486,213,124,1250,RWD,2,7,2,Legendary Motorsport ,,4.86,2.13,1.24,86.44,94.88,37.33,100,00:59.6,201.97
638,Declasse,25,DR1,DR1,Open Wheel,13,2997000,0,0,56473,19071,8732,10000,3833,9673,524,205,102,750,RWD,2,6,1,Legendary Motorsport ,,5.24,2.05,1.02,87.32,100,38.33,96.73,00:56.5,190.71
637,Benefactor,3,BR8,BR8,Open Wheel,13,3400000,0,0,54555,19473,8719,10000,4333,10000,551,223,119,550,RWD,2,6,1,Legendary Motorsport ,,5.51,2.23,1.19,87.19,100,43.33,100,00:54.6,194.73
636,Nagasaki,20,Stryder,스트라이더,Motorcycles,10,670000,0,0,66334,16335,6975,9000,4000,7424,218,142,181,401,RWD,2,6,2,Legendary Motorsport ,,2.18,1.42,1.81,69.75,90,40,74.24,01:06.3,163.35
635,Progen,22,PR4,PR4,Open Wheel,13,3515000,0,0,56356,18749,8719,10000,4167,10000,447,180,102,505,RWD,2,6,1,Legendary Motorsport ,,4.47,1.8,1.02,87.19,100,41.67,100,00:56.4,187.49
634,Ocelot,21,R88,R88,Open Wheel,13,3115000,0,0,56540,18910,8719,10000,4167,9895,454,180,113,585,RWD,2,6,1,Legendary Motorsport ,,4.54,1.8,1.13,87.19,100,41.67,98.95,00:56.5,189.1
633,Dinka,27,Blista Kanjo,블리스타 칸조,Compacts,3,580000,0,0,73473,17502,7512,8000,1667,5970,456,228,182,1150,FWD,1,5,2,Southern S.A. Super Autos,,4.56,2.28,1.82,75.12,80,16.67,59.7,01:13.5,175.02
632,Dinka,27,Sugoi,스고이,Sports,17,1224000,0,0,68786,18990,8370,7750,2833,10000,490,200,163,1380,FWD,1,6,4,Southern S.A. Super Autos,,4.9,2,1.63,83.7,77.5,28.33,100,01:08.8,189.9
631,Declasse,25,Drift Yosemite,드리프트 요세미티,Muscle,11,1308000,0,0,66600,17300,7512,9875,2833,7955,494,217,152,1200,RWD,2,6,2,Southern S.A. Super Autos,,4.94,2.17,1.52,75.12,98.75,28.33,79.55,01:06.6,173
630,Albany,9,V-STR,,Sports,17,1285000,0,0,64114,20157,8545,9475,2083,7818,522,213,152,1878,RWD,2,8,4,Legendary Motorsport ,,5.22,2.13,1.52,85.45,94.75,20.83,78.18,01:04.1,201.57
629,Nagasaki,20,Outlaw,아웃로,Off-Road,12,1268000,0,0,70036,14645,6278,10000,2000,6136,339,194,178,850,AWD,3,3,2,Southern S.A. Super Autos,,3.39,1.94,1.78,62.78,100,20,61.36,01:10.0,146.45
628,Karin,5,Sultan Classic,설튼 클래식,Sports,17,1718000,0,0,62145,18829,7780,8250,1667,7561,451,189,167,1100,AWD,3,5,4,Southern S.A. Super Autos,,4.51,1.89,1.67,77.8,82.5,16.67,75.61,01:02.1,188.29
627,Overflod,35,Imorgon,이모곤,Sports,17,2165000,0,0,61060,17180,7968,10000,2783,10000,474,201,141,1600,AWD,3,2,2,Legendary Motorsport ,,4.74,2.01,1.41,79.68,100,27.83,100,01:01.1,171.8
626,Rune,55,Zhaba,자바,Off-Road,12,2400000,0,0,97998,10018,4963,4500,2667,5758,413,318,286,1600,AWD,3,5,4,Warstock Cache & Carry,,4.13,3.18,2.86,49.63,45,26.67,57.58,01:38.0,100.18
625,Dewbauchee,8,JB 700W,,Sports Classics,18,1470000,0,0,71554,19312,8048,6500,2000,6515,459,176,138,1600,RWD,2,5,2,Warstock Cache & Carry,,4.59,1.76,1.38,80.48,65,20,65.15,01:11.6,193.12
624,,,Invade and Persuade RC Tank,,Military,9,2275000,1,0,218443,4305,2000,1500,500,6100,163,106,118,500,AWD,3,1,1,Warstock Cache & Carry,,1.63,1.06,1.18,20,15,5,61,03:38.4,43.05
623,Grotti,29,Furia,퓨리아,Super,19,2740000,0,0,60594,19594,8649,9125,3333,8182,453,204,122,1898,AWD,3,6,2,Legendary Motorsport ,,4.53,2.04,1.22,86.49,91.25,33.33,81.82,01:00.6,195.94
622,Ubermacht,2,Rebla GTS,레블라 GTS,SUVs,20,1175000,0,0,66565,19795,8451,8375,2833,6652,499,213,182,2185,AWD,3,8,4,Legendary Motorsport ,,4.99,2.13,1.82,84.51,83.75,28.33,66.52,01:06.6,197.95
621,Lampadati,11,Komoda,코모다,Sports,17,1700000,0,0,64165,19875,8370,9175,3167,8152,477,199,146,1575,RWD,2,6,4,Legendary Motorsport ,,4.77,1.99,1.46,83.7,91.75,31.67,81.52,01:04.2,198.75
620,Maxwell,14,Asbo,아스보,Compacts,3,408000,0,0,77010,15530,6761,5850,1567,5818,419,188,176,1030,FWD,1,5,2,Southern S.A. Super Autos,,4.19,1.88,1.76,67.61,58.5,15.67,58.18,01:17.0,155.3
619,Vapid,6,Retinue Mk II,레티뉴 Mk II,Sports Classics,18,1620000,0,0,65165,19352,7780,6938,2400,6212,433,176,146,950,RWD,2,4,2,Southern S.A. Super Autos,,4.33,1.76,1.46,77.8,69.38,24,62.12,01:05.2,193.52
618,Karin,5,Everon,에버론,Off-Road,12,1475000,0,0,69637,17220,7297,7375,1000,6212,591,249,256,3250,AWD,3,6,4,Southern S.A. Super Autos,,5.91,2.49,2.56,72.97,73.75,10,62.12,01:09.6,172.2
617,Maxwell,14,Vagrant,베이그런트,Off-Road,12,2214000,0,0,63596,19433,8029,8313,2083,7121,337,189,147,670,RWD,2,6,2,Southern S.A. Super Autos,,3.37,1.89,1.47,80.29,83.13,20.83,71.21,01:03.6,194.33
616,Vapid,6,Peyote Gasser,,Muscle,11,805000,0,0,72991,19071,7968,8613,3000,6848,516,207,158,2100,RWD,2,5,2,Southern S.A. Super Autos,,5.16,2.07,1.58,79.68,86.13,30,68.48,01:13.0,190.71
615,Lampadati,11,Novak,노박,SUVs,20,608000,0,0,65683,19795,8209,7500,2667,6970,503,202,209,2100,AWD,3,8,4,Legendary Motorsport ,,5.03,2.02,2.09,82.09,75,26.67,69.7,01:05.7,197.95
614,Western,37,Rampant Rocket Tricycle,램펀트 로켓,Motorcycles,10,925000,0,0,66367,17059,7619,9550,3333,6364,444,169,164,1140,RWD,2,3,1,Legendary Motorsport ,,4.44,1.69,1.64,76.19,95.5,33.33,63.64,01:06.4,170.59
613,Pegassi,4,Zorrusso,조루쏘,Super,19,1925000,0,0,60815,20117,8638,9363,4000,10000,504,221,140,1300,RWD,2,6,2,Legendary Motorsport ,,5.04,2.21,1.4,86.38,93.63,40,100,01:00.8,201.17
612,Weeny,30,Dynasty,다이너스티,Sports Classics,18,450000,0,0,83301,15007,6331,4500,1333,5152,467,199,205,1100,RWD,2,5,4,Southern S.A. Super Autos,,4.67,1.99,2.05,63.31,45,13.33,51.52,01:23.3,150.07
611,Ocelot,21,Jugular,저귤라,Sports,17,1225000,0,0,61371,20117,8451,9450,3667,10000,496,204,156,1745,AWD,3,8,4,Legendary Motorsport ,,4.96,2.04,1.56,84.51,94.5,36.67,100,01:01.4,201.17
610,Annis,10,Hellion,헬리온,Off-Road,12,835000,0,0,70220,16737,7163,6250,1000,6061,513,221,221,1900,AWD,3,5,2,Southern S.A. Super Autos,,5.13,2.21,2.21,71.63,62.5,10,60.61,01:10.2,167.37
609,Ubermacht,2,Zion Classic,지온 클래식,Sports Classics,18,812000,0,0,67501,18145,7995,7625,2833,7121,465,199,168,1450,RWD,2,4,2,Southern S.A. Super Autos,,4.65,1.99,1.68,79.95,76.25,28.33,71.21,01:07.5,181.45
608,Benefactor,3,Krieger,크리거,Super,19,2875000,0,0,57924,20600,8681,9350,3733,10000,477,211,117,1250,AWD,3,7,2,Legendary Motorsport ,,4.77,2.11,1.17,86.81,93.5,37.33,100,00:57.9,206
